date,location_name_Loc_1,location_name_Loc_2,location_name_Loc_3,location_name_Loc_4,location_name_Loc_5,location_name_Loc_6,location_name_Loc_7,location_name_Loc_8,parameter_pm10_Loc_1,parameter_pm10_Loc_2,parameter_pm10_Loc_3,parameter_pm10_Loc_4,parameter_pm10_Loc_5,parameter_pm10_Loc_6,parameter_pm10_Loc_7,parameter_pm10_Loc_8,parameter_o3_Loc_1,parameter_o3_Loc_2,parameter_o3_Loc_3,parameter_o3_Loc_4,parameter_o3_Loc_5,parameter_o3_Loc_6,parameter_o3_Loc_7,parameter_o3_Loc_8,parameter_no2_Loc_1,parameter_no2_Loc_2,parameter_no2_Loc_3,parameter_no2_Loc_4,parameter_no2_Loc_5,parameter_no2_Loc_6,parameter_no2_Loc_7,parameter_no2_Loc_8,parameter_so2_Loc_1,parameter_so2_Loc_2,parameter_so2_Loc_3,parameter_so2_Loc_4,parameter_so2_Loc_5,parameter_so2_Loc_6,parameter_so2_Loc_7,parameter_so2_Loc_8
08-07-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),4.5,4.5,4.5,2.969879518,4.5,2.969879518,4.5,4.5,1.931501972,1.931501972,1.931501972,8.084337349,1.931501972,8.084337349,1.931501972,1.931501972,21.5,21.5,21.5,8.981927711,21.5,8.981927711,21.5,21.5,0.121254317,0.121254317,0.121254317,0.451807229,0.121254317,0.451807229,0.121254317,0.121254317
08-08-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),9.5,9.5,9.5,2.969879518,9.5,2.969879518,9.5,9.5,1.931501972,1.931501972,1.931501972,8.084337349,1.931501972,8.084337349,1.931501972,1.931501972,24.0,24.0,24.0,8.981927711,24.0,8.981927711,24.0,24.0,0.121254317,0.121254317,0.121254317,0.451807229,0.121254317,0.451807229,0.121254317,0.121254317
08-09-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),10.0,10.0,10.0,2.969879518,10.0,2.969879518,10.0,10.0,1.931501972,1.931501972,1.931501972,8.084337349,1.931501972,8.084337349,1.931501972,1.931501972,20.0,20.0,20.0,8.981927711,20.0,8.981927711,20.0,20.0,0.121254317,0.121254317,0.121254317,0.451807229,0.121254317,0.451807229,0.121254317,0.121254317
08-10-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),4.610687023,4.610687023,4.610687023,4.610687023,4.610687023,4.610687023,4.610687023,4.610687023,10.38167939,10.38167939,10.38167939,10.38167939,10.38167939,10.38167939,10.38167939,10.38167939,8.847328244,8.847328244,8.847328244,8.847328244,8.847328244,8.847328244,8.847328244,8.847328244,0.717557252,0.717557252,0.717557252,0.717557252,0.717557252,0.717557252,0.717557252,0.717557252
08-11-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.479532164,3.479532164,3.479532164,3.479532164,3.479532164,3.479532164,3.479532164,3.479532164,9.467836257,9.467836257,9.467836257,9.467836257,9.467836257,9.467836257,9.467836257,9.467836257,9.479532164,9.479532164,9.479532164,9.479532164,9.479532164,9.479532164,9.479532164,9.479532164,0.450292398,0.450292398,0.450292398,0.450292398,0.450292398,0.450292398,0.450292398,0.450292398
08-12-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.0,2.0,2.0,3.479532164,2.0,3.479532164,2.0,2.0,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,23.66666667,23.66666667,23.66666667,9.479532164,23.66666667,9.479532164,23.66666667,23.66666667,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-01-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.5,2.0,2.5,3.479532164,2.5,3.479532164,2.5,2.5,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,20.5,23.66666667,20.5,9.479532164,20.5,9.479532164,20.5,20.5,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-02-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),4.666666667,4.666666667,4.666666667,3.479532164,4.666666667,3.479532164,4.666666667,4.666666667,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,33.66666667,33.66666667,33.66666667,9.479532164,33.66666667,9.479532164,33.66666667,33.66666667,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-03-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),4.0,4.0,4.666666667,3.479532164,4.0,3.479532164,4.0,4.0,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,28.0,28.0,33.66666667,9.479532164,28.0,9.479532164,28.0,28.0,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-04-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,4.0,1.0,3.479532164,1.0,3.479532164,1.0,1.0,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,37.5,28.0,37.5,9.479532164,37.5,9.479532164,37.5,37.5,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-05-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.333333333,0.333333333,0.333333333,3.479532164,0.333333333,3.479532164,0.333333333,1.0,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,53.66666667,53.66666667,53.66666667,9.479532164,53.66666667,9.479532164,53.66666667,37.5,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-06-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.333333333,4.148055427,4.148055427,3.479532164,4.148055427,3.479532164,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,53.66666667,65.0,65.0,9.479532164,65.0,9.479532164,65.0,65.0,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-07-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.5,5.5,5.5,3.479532164,5.5,3.479532164,5.5,5.5,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,20.5,20.5,20.5,9.479532164,20.5,9.479532164,20.5,20.5,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-08-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),13.0,5.5,13.0,3.479532164,13.0,3.479532164,13.0,13.0,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,25.09066482,20.5,25.09066482,9.479532164,25.09066482,9.479532164,25.09066482,25.09066482,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-09-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.5,3.5,3.5,3.479532164,3.5,3.479532164,3.5,3.5,1.931501972,1.931501972,1.931501972,9.467836257,1.931501972,9.467836257,1.931501972,1.931501972,21.0,21.0,21.0,9.479532164,21.0,9.479532164,21.0,21.0,0.121254317,0.121254317,0.121254317,0.450292398,0.121254317,0.450292398,0.121254317,0.121254317
09-10-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),4.845070423,4.845070423,4.845070423,4.845070423,4.845070423,4.845070423,4.845070423,4.845070423,12.4084507,12.4084507,12.4084507,12.4084507,12.4084507,12.4084507,12.4084507,12.4084507,8.528169014,8.528169014,8.528169014,8.528169014,8.528169014,8.528169014,8.528169014,8.528169014,0.732394366,0.732394366,0.732394366,0.732394366,0.732394366,0.732394366,0.732394366,0.732394366
09-11-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.619631902,3.619631902,3.619631902,3.619631902,3.619631902,3.619631902,3.619631902,3.619631902,12.63190184,12.63190184,12.63190184,12.63190184,12.63190184,12.63190184,12.63190184,12.63190184,7.595092025,7.595092025,7.595092025,7.595092025,7.595092025,7.595092025,7.595092025,7.595092025,0.447852761,0.447852761,0.447852761,0.447852761,0.447852761,0.447852761,0.447852761,0.447852761
09-12-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.333333333,1.333333333,1.333333333,3.619631902,1.333333333,3.619631902,1.333333333,1.333333333,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,26.66666667,26.66666667,26.66666667,7.595092025,26.66666667,7.595092025,26.66666667,26.66666667,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-01-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.666666667,2.666666667,2.666666667,3.619631902,2.666666667,3.619631902,2.666666667,2.666666667,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,24.33333333,24.33333333,24.33333333,7.595092025,24.33333333,7.595092025,24.33333333,24.33333333,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-02-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.0,3.0,3.0,3.619631902,3.0,3.619631902,3.0,3.0,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,32.33333333,32.33333333,32.33333333,7.595092025,32.33333333,7.595092025,32.33333333,32.33333333,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-03-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,1.0,3.0,3.619631902,1.0,3.619631902,1.0,1.0,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,24.0,24.0,32.33333333,7.595092025,24.0,7.595092025,24.0,24.0,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-04-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,1.0,1.0,3.619631902,1.0,3.619631902,1.0,1.0,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,43.33333333,43.33333333,43.33333333,7.595092025,43.33333333,7.595092025,43.33333333,43.33333333,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-05-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,4.148055427,4.148055427,3.619631902,4.148055427,3.619631902,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,43.33333333,43.5,43.5,7.595092025,43.5,7.595092025,43.5,43.5,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-06-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,4.148055427,4.148055427,3.619631902,4.148055427,3.619631902,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,43.33333333,38.0,38.0,7.595092025,38.0,7.595092025,38.0,38.0,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-07-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),8.0,8.0,8.0,3.619631902,8.0,3.619631902,8.0,8.0,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,19.0,19.0,19.0,7.595092025,19.0,7.595092025,19.0,19.0,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-08-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),6.0,6.0,6.0,3.619631902,6.0,3.619631902,6.0,6.0,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,33.5,33.5,33.5,7.595092025,33.5,7.595092025,33.5,33.5,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-09-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),6.0,4.148055427,4.148055427,3.619631902,4.148055427,3.619631902,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,12.63190184,1.931501972,12.63190184,1.931501972,1.931501972,33.5,86.0,86.0,7.595092025,86.0,7.595092025,86.0,86.0,0.121254317,0.121254317,0.121254317,0.447852761,0.121254317,0.447852761,0.121254317,0.121254317
10-10-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.319672131,5.319672131,5.319672131,5.319672131,5.319672131,5.319672131,5.319672131,5.319672131,11.57377049,11.57377049,11.57377049,11.57377049,11.57377049,11.57377049,11.57377049,11.57377049,10.94262295,10.94262295,10.94262295,10.94262295,10.94262295,10.94262295,10.94262295,10.94262295,1.180327869,1.180327869,1.180327869,1.180327869,1.180327869,1.180327869,1.180327869,1.180327869
10-11-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.461988304,3.461988304,3.461988304,3.461988304,3.461988304,3.461988304,3.461988304,3.461988304,9.649122807,9.649122807,9.649122807,9.649122807,9.649122807,9.649122807,9.649122807,9.649122807,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,0.426900585,0.426900585,0.426900585,0.426900585,0.426900585,0.426900585,0.426900585,0.426900585
10-12-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,1.0,1.0,3.461988304,1.0,3.461988304,1.0,1.0,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,13.33333333,13.33333333,13.33333333,8.888888889,13.33333333,8.888888889,13.33333333,13.33333333,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-01-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.0,5.0,5.0,3.461988304,5.0,3.461988304,5.0,5.0,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,12.0,12.0,12.0,8.888888889,12.0,8.888888889,12.0,12.0,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-02-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.5,5.0,2.5,3.461988304,2.5,3.461988304,2.5,2.5,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,37.5,12.0,37.5,8.888888889,37.5,8.888888889,37.5,37.5,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-03-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,1.0,2.5,3.461988304,1.0,3.461988304,1.0,1.0,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,32.0,32.0,37.5,8.888888889,32.0,8.888888889,32.0,32.0,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-04-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.666666667,0.666666667,0.666666667,3.461988304,0.666666667,3.461988304,0.666666667,0.666666667,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,44.0,44.0,44.0,8.888888889,44.0,8.888888889,44.0,44.0,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-05-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.666666667,4.148055427,4.148055427,3.461988304,4.148055427,3.461988304,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,44.0,63.5,63.5,8.888888889,63.5,8.888888889,63.5,63.5,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-06-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.666666667,4.148055427,4.148055427,3.461988304,4.148055427,3.461988304,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,44.0,53.0,53.0,8.888888889,53.0,8.888888889,53.0,53.0,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-07-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),11.0,11.0,11.0,3.461988304,11.0,3.461988304,11.0,11.0,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,14.0,14.0,14.0,8.888888889,14.0,8.888888889,14.0,14.0,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-08-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),18.0,11.0,18.0,3.461988304,18.0,3.461988304,18.0,18.0,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,25.09066482,14.0,25.09066482,8.888888889,25.09066482,8.888888889,25.09066482,25.09066482,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-09-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),16.0,11.0,16.0,3.461988304,16.0,3.461988304,16.0,16.0,1.931501972,1.931501972,1.931501972,9.649122807,1.931501972,9.649122807,1.931501972,1.931501972,25.09066482,14.0,25.09066482,8.888888889,25.09066482,8.888888889,25.09066482,25.09066482,0.121254317,0.121254317,0.121254317,0.426900585,0.121254317,0.426900585,0.121254317,0.121254317
11-10-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.915789474,3.915789474,3.915789474,3.915789474,3.915789474,3.915789474,3.915789474,3.915789474,13.76842105,13.76842105,13.76842105,13.76842105,13.76842105,13.76842105,13.76842105,13.76842105,7.978947368,7.978947368,7.978947368,7.978947368,7.978947368,7.978947368,7.978947368,7.978947368,1.273684211,1.273684211,1.273684211,1.273684211,1.273684211,1.273684211,1.273684211,1.273684211
11-11-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.538011696,2.538011696,2.538011696,2.538011696,2.538011696,2.538011696,2.538011696,2.538011696,12.47953216,12.47953216,12.47953216,12.47953216,12.47953216,12.47953216,12.47953216,12.47953216,6.456140351,6.456140351,6.456140351,6.456140351,6.456140351,6.456140351,6.456140351,6.456140351,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444
11-12-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.333333333,1.333333333,1.333333333,2.538011696,1.333333333,2.538011696,1.333333333,1.333333333,1.931501972,1.931501972,1.931501972,12.47953216,1.931501972,12.47953216,1.931501972,1.931501972,19.0,19.0,19.0,6.456140351,19.0,6.456140351,19.0,19.0,0.121254317,0.121254317,0.121254317,0.444444444,0.121254317,0.444444444,0.121254317,0.121254317
12-01-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.666666667,2.666666667,2.666666667,2.538011696,2.666666667,2.538011696,2.666666667,2.666666667,1.931501972,1.931501972,1.931501972,12.47953216,1.931501972,12.47953216,1.931501972,1.931501972,26.33333333,26.33333333,26.33333333,6.456140351,26.33333333,6.456140351,26.33333333,26.33333333,0.121254317,0.121254317,0.121254317,0.444444444,0.121254317,0.444444444,0.121254317,0.121254317
12-02-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,1.0,1.0,2.538011696,1.0,2.538011696,1.0,1.0,1.931501972,1.931501972,1.931501972,12.47953216,1.931501972,12.47953216,1.931501972,1.931501972,35.66666667,35.66666667,35.66666667,6.456140351,35.66666667,6.456140351,35.66666667,35.66666667,0.121254317,0.121254317,0.121254317,0.444444444,0.121254317,0.444444444,0.121254317,0.121254317
12-03-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.5,1.5,1.0,2.538011696,1.5,2.538011696,1.5,1.5,1.931501972,1.931501972,1.931501972,12.47953216,1.931501972,12.47953216,1.931501972,1.931501972,31.0,31.0,35.66666667,6.456140351,31.0,6.456140351,31.0,31.0,0.121254317,0.121254317,0.121254317,0.444444444,0.121254317,0.444444444,0.121254317,0.121254317
