date,location_name_Loc_1,location_name_Loc_2,location_name_Loc_3,location_name_Loc_4,location_name_Loc_5,location_name_Loc_6,location_name_Loc_7,location_name_Loc_8,parameter_pm10_Loc_1,parameter_pm10_Loc_2,parameter_pm10_Loc_3,parameter_pm10_Loc_4,parameter_pm10_Loc_5,parameter_pm10_Loc_6,parameter_pm10_Loc_7,parameter_pm10_Loc_8,parameter_o3_Loc_1,parameter_o3_Loc_2,parameter_o3_Loc_3,parameter_o3_Loc_4,parameter_o3_Loc_5,parameter_o3_Loc_6,parameter_o3_Loc_7,parameter_o3_Loc_8,parameter_no2_Loc_1,parameter_no2_Loc_2,parameter_no2_Loc_3,parameter_no2_Loc_4,parameter_no2_Loc_5,parameter_no2_Loc_6,parameter_no2_Loc_7,parameter_no2_Loc_8,parameter_so2_Loc_1,parameter_so2_Loc_2,parameter_so2_Loc_3,parameter_so2_Loc_4,parameter_so2_Loc_5,parameter_so2_Loc_6,parameter_so2_Loc_7,parameter_so2_Loc_8
16-03-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),9.5,9.5,2.666666667,3.438596491,9.5,3.438596491,9.5,9.5,1.931501972,1.931501972,1.931501972,12.95906433,1.931501972,12.95906433,1.931501972,1.931501972,1.0,1.0,37.66666667,7.280701754,1.0,7.280701754,1.0,1.0,0.121254317,0.121254317,0.121254317,0.526315789,0.121254317,0.526315789,0.121254317,0.121254317
16-04-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.666666667,1.666666667,1.666666667,3.438596491,1.666666667,3.438596491,1.666666667,1.666666667,1.931501972,1.931501972,1.931501972,12.95906433,1.931501972,12.95906433,1.931501972,1.931501972,44.33333333,44.33333333,44.33333333,7.280701754,44.33333333,7.280701754,44.33333333,44.33333333,0.121254317,0.121254317,0.121254317,0.526315789,0.121254317,0.526315789,0.121254317,0.121254317
16-05-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.666666667,4.148055427,4.148055427,3.438596491,4.148055427,3.438596491,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,12.95906433,1.931501972,12.95906433,1.931501972,1.931501972,44.33333333,57.0,57.0,7.280701754,57.0,7.280701754,57.0,57.0,0.121254317,0.121254317,0.121254317,0.526315789,0.121254317,0.526315789,0.121254317,0.121254317
16-06-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),7.333333333,7.333333333,7.333333333,3.438596491,7.333333333,3.438596491,7.333333333,7.333333333,1.931501972,1.931501972,1.931501972,12.95906433,1.931501972,12.95906433,1.931501972,1.931501972,12.33333333,12.33333333,12.33333333,7.280701754,12.33333333,7.280701754,12.33333333,12.33333333,0.121254317,0.121254317,0.121254317,0.526315789,0.121254317,0.526315789,0.121254317,0.121254317
16-07-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),12.0,12.0,12.0,3.438596491,12.0,3.438596491,12.0,12.0,1.931501972,1.931501972,1.931501972,12.95906433,1.931501972,12.95906433,1.931501972,1.931501972,19.5,19.5,19.5,7.280701754,19.5,7.280701754,19.5,19.5,0.121254317,0.121254317,0.121254317,0.526315789,0.121254317,0.526315789,0.121254317,0.121254317
16-08-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.0,5.0,5.0,3.438596491,5.0,3.438596491,5.0,5.0,1.931501972,1.931501972,1.931501972,12.95906433,1.931501972,12.95906433,1.931501972,1.931501972,19.5,19.5,19.5,7.280701754,19.5,7.280701754,19.5,19.5,0.121254317,0.121254317,0.121254317,0.526315789,0.121254317,0.526315789,0.121254317,0.121254317
16-09-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.0,5.0,5.0,3.438596491,5.0,3.438596491,5.0,5.0,1.931501972,1.931501972,1.931501972,12.95906433,1.931501972,12.95906433,1.931501972,1.931501972,33.0,33.0,19.5,7.280701754,33.0,7.280701754,33.0,33.0,0.121254317,0.121254317,0.121254317,0.526315789,0.121254317,0.526315789,0.121254317,0.121254317
16-10-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.343065693,2.343065693,2.343065693,2.343065693,2.343065693,2.343065693,2.343065693,2.343065693,11.18978102,11.18978102,11.18978102,11.18978102,11.18978102,11.18978102,11.18978102,11.18978102,6.99270073,6.99270073,6.99270073,6.99270073,6.99270073,6.99270073,6.99270073,6.99270073,1.167883212,1.167883212,1.167883212,1.167883212,1.167883212,1.167883212,1.167883212,1.167883212
16-11-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.968553459,5.968553459,5.968553459,5.968553459,5.968553459,5.968553459,5.968553459,5.968553459,13.10062893,13.10062893,13.10062893,13.10062893,13.10062893,13.10062893,13.10062893,13.10062893,5.993710692,5.993710692,5.993710692,5.993710692,5.993710692,5.993710692,5.993710692,5.993710692,0.597484277,0.597484277,0.597484277,0.597484277,0.597484277,0.597484277,0.597484277,0.597484277
16-12-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.5,2.5,5.968553459,5.968553459,2.5,5.968553459,2.5,2.5,1.931501972,1.931501972,13.10062893,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,11.0,11.0,5.993710692,5.993710692,11.0,5.993710692,11.0,11.0,0.121254317,0.121254317,0.597484277,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-01-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.333333333,1.333333333,1.333333333,5.968553459,1.333333333,5.968553459,1.333333333,1.333333333,1.931501972,1.931501972,1.931501972,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,28.33333333,28.33333333,28.33333333,5.993710692,28.33333333,5.993710692,28.33333333,28.33333333,0.121254317,0.121254317,0.121254317,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-02-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.0,3.0,1.333333333,5.968553459,3.0,5.968553459,3.0,3.0,1.931501972,1.931501972,1.931501972,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,21.5,21.5,28.33333333,5.993710692,21.5,5.993710692,21.5,21.5,0.121254317,0.121254317,0.121254317,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-03-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),8.5,8.5,1.333333333,5.968553459,8.5,5.968553459,8.5,8.5,1.931501972,1.931501972,1.931501972,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,12.0,12.0,28.33333333,5.993710692,12.0,5.993710692,12.0,12.0,0.121254317,0.121254317,0.121254317,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-04-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,1.0,1.0,5.968553459,1.0,5.968553459,1.0,1.0,1.931501972,1.931501972,1.931501972,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,58.33333333,58.33333333,58.33333333,5.993710692,58.33333333,5.993710692,58.33333333,58.33333333,0.121254317,0.121254317,0.121254317,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-05-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,4.148055427,1.0,5.968553459,4.148055427,5.968553459,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,58.33333333,42.0,58.33333333,5.993710692,42.0,5.993710692,42.0,42.0,0.121254317,0.121254317,0.121254317,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-07-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.0,5.0,5.0,5.968553459,5.0,5.968553459,5.0,5.0,1.931501972,1.931501972,1.931501972,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,11.5,11.5,11.5,5.993710692,11.5,5.993710692,11.5,11.5,0.121254317,0.121254317,0.121254317,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-08-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.0,4.148055427,5.0,5.968553459,4.148055427,5.968553459,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,11.5,48.0,11.5,5.993710692,48.0,5.993710692,48.0,48.0,0.121254317,0.121254317,0.121254317,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-09-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.0,3.0,3.0,5.968553459,3.0,5.968553459,3.0,3.0,1.931501972,1.931501972,1.931501972,13.10062893,1.931501972,13.10062893,1.931501972,1.931501972,9.0,9.0,9.0,5.993710692,9.0,5.993710692,9.0,9.0,0.121254317,0.121254317,0.121254317,0.597484277,0.121254317,0.597484277,0.121254317,0.121254317
17-10-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.689189189,3.689189189,3.689189189,3.689189189,3.689189189,3.689189189,3.689189189,3.689189189,14.06756757,14.06756757,14.06756757,14.06756757,14.06756757,14.06756757,14.06756757,14.06756757,6.114864865,6.114864865,6.114864865,6.114864865,6.114864865,6.114864865,6.114864865,6.114864865,1.168918919,1.168918919,1.168918919,1.168918919,1.168918919,1.168918919,1.168918919,1.168918919
17-11-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),7.97826087,7.97826087,7.97826087,7.97826087,7.97826087,7.97826087,7.97826087,7.97826087,15.15217391,15.15217391,15.15217391,15.15217391,15.15217391,15.15217391,15.15217391,15.15217391,1.695652174,1.695652174,1.695652174,1.695652174,1.695652174,1.695652174,1.695652174,1.695652174,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261,0.043478261
17-12-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),2.333333333,2.333333333,2.333333333,7.97826087,2.333333333,7.97826087,2.333333333,2.333333333,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,12.66666667,12.66666667,12.66666667,1.695652174,12.66666667,1.695652174,12.66666667,12.66666667,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-01-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.666666667,0.666666667,0.666666667,7.97826087,0.666666667,7.97826087,0.666666667,0.666666667,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,41.33333333,41.33333333,41.33333333,1.695652174,41.33333333,1.695652174,41.33333333,41.33333333,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-02-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.666666667,4.148055427,4.148055427,7.97826087,4.148055427,7.97826087,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,41.33333333,2.5,2.5,1.695652174,2.5,1.695652174,2.5,2.5,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-03-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),19.0,19.0,4.148055427,7.97826087,19.0,7.97826087,19.0,19.0,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,16.0,16.0,2.5,1.695652174,16.0,1.695652174,16.0,16.0,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-04-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.333333333,0.333333333,0.333333333,7.97826087,0.333333333,7.97826087,0.333333333,0.333333333,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,53.66666667,53.66666667,53.66666667,1.695652174,53.66666667,1.695652174,53.66666667,53.66666667,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-05-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.333333333,0.333333333,0.333333333,7.97826087,0.333333333,7.97826087,0.333333333,0.333333333,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,53.66666667,53.66666667,53.66666667,1.695652174,53.66666667,1.695652174,53.66666667,53.66666667,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-06-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),13.0,13.0,13.0,7.97826087,13.0,7.97826087,13.0,13.0,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,24.0,24.0,24.0,1.695652174,24.0,1.695652174,24.0,24.0,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-07-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),6.5,6.5,6.5,7.97826087,6.5,7.97826087,6.5,6.5,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,19.5,19.5,19.5,1.695652174,19.5,1.695652174,19.5,19.5,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-08-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),6.5,6.5,6.5,7.97826087,6.5,7.97826087,6.5,6.5,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,39.5,39.5,39.5,1.695652174,39.5,1.695652174,39.5,39.5,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-09-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),4.0,4.0,4.0,7.97826087,4.0,7.97826087,4.0,4.0,1.931501972,1.931501972,1.931501972,15.15217391,1.931501972,15.15217391,1.931501972,1.931501972,37.0,37.0,37.0,1.695652174,37.0,1.695652174,37.0,37.0,0.121254317,0.121254317,0.121254317,0.043478261,0.121254317,0.043478261,0.121254317,0.121254317
18-10-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.598540146,5.598540146,5.598540146,5.598540146,5.598540146,5.598540146,5.598540146,5.598540146,14.29927007,14.29927007,14.29927007,14.29927007,14.29927007,14.29927007,14.29927007,14.29927007,7.270072993,7.270072993,7.270072993,7.270072993,7.270072993,7.270072993,7.270072993,7.270072993,0.708029197,0.708029197,0.708029197,0.708029197,0.708029197,0.708029197,0.708029197,0.708029197
18-11-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),24.68,24.68,24.68,24.68,5.598540146,24.68,5.598540146,24.68,1.931501972,1.931501972,1.931501972,1.931501972,14.29927007,1.931501972,14.29927007,1.931501972,25.09066482,25.09066482,25.09066482,25.09066482,7.270072993,25.09066482,7.270072993,25.09066482,0.121254317,0.121254317,0.121254317,0.121254317,0.708029197,0.121254317,0.708029197,0.121254317
18-12-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.333333333,3.333333333,3.333333333,24.68,3.333333333,24.68,3.333333333,3.333333333,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,8.333333333,8.333333333,8.333333333,25.09066482,8.333333333,25.09066482,8.333333333,8.333333333,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-01-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.666666667,0.666666667,0.666666667,24.68,0.666666667,24.68,0.666666667,0.666666667,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,35.66666667,35.66666667,35.66666667,25.09066482,35.66666667,25.09066482,35.66666667,35.66666667,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-02-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.0,3.0,3.0,24.68,3.0,24.68,3.0,3.0,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,23.33333333,23.33333333,23.33333333,25.09066482,23.33333333,25.09066482,23.33333333,23.33333333,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-03-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.0,1.0,3.0,24.68,1.0,24.68,1.0,1.0,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.0,1.0,23.33333333,25.09066482,1.0,25.09066482,1.0,1.0,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-04-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.333333333,0.333333333,0.333333333,24.68,0.333333333,24.68,0.333333333,0.333333333,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,46.66666667,46.66666667,46.66666667,25.09066482,46.66666667,25.09066482,46.66666667,46.66666667,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-05-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),0.333333333,4.148055427,4.148055427,24.68,4.148055427,24.68,4.148055427,4.148055427,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,46.66666667,49.0,49.0,25.09066482,49.0,25.09066482,49.0,49.0,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-06-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),13.0,13.0,13.0,24.68,13.0,24.68,13.0,13.0,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,23.0,23.0,23.0,25.09066482,23.0,25.09066482,23.0,23.0,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-07-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),9.0,9.0,9.0,24.68,9.0,24.68,9.0,9.0,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,28.5,28.5,28.5,25.09066482,28.5,25.09066482,28.5,28.5,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-08-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),10.0,9.0,10.0,24.68,10.0,24.68,10.0,10.0,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,25.09066482,28.5,25.09066482,25.09066482,25.09066482,25.09066482,25.09066482,25.09066482,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-09-2024,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),3.5,3.5,10.0,24.68,3.5,24.68,3.5,3.5,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,17.0,17.0,25.09066482,25.09066482,17.0,25.09066482,17.0,17.0,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317
19-10-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.6547619,12.6547619,12.6547619,12.6547619,12.6547619,12.6547619,12.6547619,12.6547619,6.904761905,6.904761905,6.904761905,6.904761905,6.904761905,6.904761905,6.904761905,6.904761905,0.380952381,0.380952381,0.380952381,0.380952381,0.380952381,0.380952381,0.380952381,0.380952381
19-11-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),28.69230769,28.69230769,28.69230769,28.69230769,28.69230769,5.0,28.69230769,28.69230769,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,12.6547619,1.931501972,1.931501972,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,6.904761905,0.038461538,0.038461538,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.380952381,0.121254317,0.121254317
19-12-2023,Barcelona,Barcelona,Barcelona,BARCELONA (PARC DE LA VALL D'HEBRON),Montcada i Reixac,Rubí,TERRASSA (PARE ALEGRE),VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),5.0,5.0,5.0,28.69230769,5.0,5.0,5.0,5.0,1.931501972,1.931501972,1.931501972,1.931501972,1.931501972,12.6547619,1.931501972,1.931501972,1.333333333,1.333333333,1.333333333,0.038461538,1.333333333,6.904761905,1.333333333,1.333333333,0.121254317,0.121254317,0.121254317,0.121254317,0.121254317,0.380952381,0.121254317,0.121254317
