loc_id,location_name,longitude,latitude
Loc_1,Barcelona,2.1151996,41.38749
Loc_2,Barcelona,2.1537998,41.385315
Loc_3,Barcelona,2.1533988,41.398724
Loc_4,BARCELONA (PARC DE LA VALL D'HEBRON),2.147992032,41.4260772
Loc_5,Montcada i Reixac,2.1882975,41.48197
Loc_6,Rubí,2.0424972,41.492115
Loc_7,TERRASSA (PARE ALEGRE),2.007401267,41.5561154
Loc_8,VILANOVA I LA GELTRÚ (PL. DE LES DANSES DE VILANOVA),1.721248774,41.21903646
